,master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment,interested_in_categories_12
191,1c8f71e0-56a1-11ea-b9b9-000d3a38a36f,130,3.0,987.9,3,2,4,32,about_to_sleep,[ERKEK]
192,1c9f6aa8-ada2-11e9-a2fc-000d3a38a36f,251,12.0,1698.31,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
193,1cb79d74-a9f8-11e9-a2fc-000d3a38a36f,111,3.0,222.96,3,2,1,32,about_to_sleep,[COCUK]
194,1ccc974e-b130-11e9-9757-000d3a38a36f,216,9.0,1996.88,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
195,1cd20794-af30-11e9-a2fc-000d3a38a36f,128,3.0,449.80999999999995,3,2,2,32,about_to_sleep,[COCUK]
196,1cee861e-a7f4-11e9-a2fc-000d3a38a36f,101,3.0,662.8100000000001,3,2,4,32,about_to_sleep,"[ERKEK, COCUK]"
197,1d17505c-15eb-11ea-aa74-000d3a38a36f,98,3.0,520.71,3,2,3,32,about_to_sleep,"[COCUK, AKTIFSPOR]"
198,1d1785d2-a22c-11e9-a2fc-000d3a38a36f,133,3.0,668.51,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
199,1d6248e0-44da-11eb-806e-000d3a38a36f,88,2.0,219.95999999999998,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
200,1dd7141c-9923-11ea-b97a-000d3a38a36f,277,10.0,1204.3400000000001,1,5,5,15,cant_loose,[COCUK]
201,1e27e18a-ad38-11e9-a2fc-000d3a38a36f,134,3.0,311.98,3,2,2,32,about_to_sleep,[COCUK]
202,1e2b18e8-9dc3-11e9-9897-000d3a38a36f,313,31.0,3274.1,1,5,5,15,cant_loose,"[ERKEK, COCUK, KADIN]"
203,1e2dd6cc-0b1e-11eb-8ffc-000d3a38a36f,90,2.0,49.98,3,1,1,31,about_to_sleep,"[COCUK, KADIN]"
204,1ead1d0e-5bd0-11ea-8257-000d3a38a36f,136,2.0,307.95,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
205,1edd1a8a-1a09-11ea-941b-000d3a38a36f,189,13.0,2504.6099999999997,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
206,1eebd1c4-abc8-11e9-a2fc-000d3a38a36f,161,10.0,1125.6399999999999,2,5,5,25,cant_loose,"[ERKEK, KADIN]"
207,1ef9af74-2594-11ea-b1c8-000d3a38a36f,118,3.0,731.05,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, ERKEK]"
208,1f691cd0-acfc-11e9-a2fc-000d3a38a36f,267,7.0,930.38,1,5,4,15,cant_loose,"[AKTIFCOCUK, KADIN]"
209,1f6ae350-a46c-11e9-a2fc-000d3a38a36f,224,7.0,479.91999999999996,2,5,3,25,cant_loose,[ERKEK]
210,1f72211a-a589-11e9-a2fc-000d3a38a36f,101,3.0,251.96,3,2,1,32,about_to_sleep,[ERKEK]
211,1f84b88e-1ae0-11eb-8d74-000d3a38a36f,23,2.0,466.46000000000004,5,1,3,51,new_customers,[ERKEK]
212,1f88ace0-a779-11e9-a2fc-000d3a38a36f,141,3.0,408.32,3,2,2,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
213,1fc6399c-faef-11e9-b138-000d3a38a36f,187,7.0,720.4,2,5,4,25,cant_loose,[ERKEK]
214,201b9d86-5ff0-11ea-8dd8-000d3a38a36f,99,2.0,242.94,3,1,1,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
215,202a42cc-a174-11e9-a2fc-000d3a38a36f,113,3.0,282.96,3,2,1,32,about_to_sleep,[COCUK]
216,203e7c40-58c2-11eb-9e65-000d3a38a36f,126,2.0,239.96,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
217,20404e4c-9f61-11e9-a2fc-000d3a38a36f,136,2.0,338.99,3,1,2,31,about_to_sleep,"[ERKEK, KADIN]"
218,2042fb0e-324c-11eb-9088-000d3a38a36f,6,2.0,195.97,5,1,1,51,new_customers,[COCUK]
219,2049c722-a567-11e9-a2fc-000d3a38a36f,153,14.0,1820.3899999999999,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
220,205a9746-52e1-11ea-9ade-000d3a38a36f,107,3.0,669.2,3,2,4,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
221,20a59f0a-ead2-11ea-9047-000d3a38a36f,88,2.0,321.97,3,1,2,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
222,20b0ed36-a223-11e9-a2fc-000d3a38a36f,146,2.0,296.98,3,1,1,31,about_to_sleep,[ERKEK]
223,20c64e8e-a69b-11e9-a2fc-000d3a38a36f,227,12.0,1191.83,2,5,5,25,cant_loose,[COCUK]
224,20ef5922-acf5-11e9-a2fc-000d3a38a36f,191,11.0,2219.59,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
225,2113e9c6-53b8-11ea-abe0-000d3a38a36f,109,3.0,429.94000000000005,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
226,214bb132-f12d-11e9-9346-000d3a38a36f,165,7.0,1265.41,2,5,5,25,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
227,216f3308-5bdd-11ea-b0e0-000d3a38a36f,85,3.0,163.97,3,2,1,32,about_to_sleep,[ERKEK]
228,217ec300-adb3-11e9-a2fc-000d3a38a36f,335,10.0,1348.8600000000001,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
229,21a46b10-26f2-11ea-aaaa-000d3a38a36f,166,7.0,1335.85,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
230,21c4722a-a0f1-11e9-a2fc-000d3a38a36f,246,9.0,846.47,1,5,4,15,cant_loose,"[ERKEK, KADIN]"
231,2208e6c0-2a45-11ea-99b3-000d3a38a36f,122,2.0,249.96999999999997,3,1,1,31,about_to_sleep,[ERKEK]
232,223e32a2-22ca-11eb-99f8-000d3a38a36f,106,2.0,275.71,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
233,224779e0-230f-11ea-8523-000d3a38a36f,139,2.0,288.9,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
234,2260e2c0-ac47-11e9-a2fc-000d3a38a36f,244,7.0,843.8000000000001,1,5,4,15,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
235,2278a084-ca48-11ea-a31e-000d3a38a36f,134,2.0,153.98,3,1,1,31,about_to_sleep,"[ERKEK, COCUK]"
236,227aaaee-b092-11e9-9757-000d3a38a36f,97,3.0,544.97,3,2,3,32,about_to_sleep,[ERKEK]
237,2290e8ee-af9e-11e9-a2fc-000d3a38a36f,338,11.0,1191.54,1,5,5,15,cant_loose,"[AKTIFCOCUK, KADIN]"
238,22c5adc2-e779-11ea-8f44-000d3a38a36f,113,3.0,305.46999999999997,3,2,2,32,about_to_sleep,[ERKEK]
239,22e75f5e-ab92-11e9-a2fc-000d3a38a36f,278,8.0,446.28999999999996,1,5,2,15,cant_loose,[ERKEK]
240,22ed0094-ad8f-11ea-b736-000d3a38a36f,136,3.0,526.6999999999999,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
241,230d54bc-49ac-11ea-8a4f-000d3a38a36f,96,2.0,289.96,3,1,1,31,about_to_sleep,[ERKEK]
242,234e17c8-541d-11eb-9e65-000d3a38a36f,135,3.0,329.4,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
243,2364e38e-d865-11e9-93bc-000d3a38a36f,145,3.0,302.95,3,2,2,32,about_to_sleep,[COCUK]
244,23b9e4da-2e08-11ea-9ad5-000d3a38a36f,240,10.0,2031.17,1,5,5,15,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
245,23be2a1e-c56a-11ea-9dde-000d3a38a36f,129,3.0,274.96999999999997,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
246,23be3c34-d60a-11e9-93bc-000d3a38a36f,159,8.0,1635.5,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
247,23fea878-ab80-11e9-a2fc-000d3a38a36f,165,7.0,1012.53,2,5,4,25,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
248,2413f32a-3bc8-11eb-a48e-000d3a38a36f,25,2.0,385.46,5,1,2,51,new_customers,"[ERKEK, AKTIFSPOR]"
249,24679300-2ab5-11eb-b280-000d3a38a36f,147,8.0,1766.25,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
250,2474d654-2d4b-11ea-827e-000d3a38a36f,141,2.0,592.88,3,1,3,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
251,24858684-31c8-11eb-860c-000d3a38a36f,121,2.0,400.08,3,1,2,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
252,24e7d676-a804-11e9-a2fc-000d3a38a36f,178,9.0,1337.25,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]"
253,25203836-d67b-11e9-93bc-000d3a38a36f,111,2.0,377.7,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
254,255228f2-a5dc-11e9-a2fc-000d3a38a36f,161,10.0,1433.66,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
255,25539dbe-2c04-11ea-91ab-000d3a38a36f,111,2.0,246.14000000000001,3,1,1,31,about_to_sleep,[ERKEK]
256,2579dc22-a84c-11e9-a2fc-000d3a38a36f,214,7.0,1590.3,2,5,5,25,cant_loose,"[COCUK, KADIN]"
257,2627ea76-38c3-11ea-85d6-000d3a38a36f,123,3.0,236.95,3,2,1,32,about_to_sleep,"[COCUK, AKTIFSPOR]"
258,26308442-bfa5-11ea-9c44-000d3a38a36f,33,2.0,195.48000000000002,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
259,263a185e-b010-11e9-9757-000d3a38a36f,166,9.0,1327.39,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
260,263ac93e-d65d-11e9-93bc-000d3a38a36f,106,2.0,301.94,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
261,2651e54a-b20b-11e9-89fa-000d3a38a36f,97,2.0,425.75,3,1,2,31,about_to_sleep,"[ERKEK, KADIN]"
262,266d0dc2-9fad-11e9-a2fc-000d3a38a36f,256,13.0,2308.79,1,5,5,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
263,26a03a58-afc0-11e9-9757-000d3a38a36f,188,11.0,1316.0,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
264,26f0f738-5bf3-11ea-aa73-000d3a38a36f,92,3.0,672.47,3,2,4,32,about_to_sleep,[ERKEK]
265,27544188-ae85-11e9-a2fc-000d3a38a36f,173,7.0,1484.5,2,5,5,25,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]"
266,275b64b2-a517-11e9-a2fc-000d3a38a36f,267,9.0,796.53,1,5,4,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
267,2787b6ea-b0be-11e9-9757-000d3a38a36f,354,9.0,910.9,1,5,4,15,cant_loose,"[ERKEK, AKTIFSPOR]"
268,27ea3442-5b30-11ea-9450-000d3a38a36f,192,7.0,3240.46,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK]"
269,27ef5824-66e1-11eb-975c-000d3a38a36f,103,2.0,357.86,3,1,2,31,about_to_sleep,"[ERKEK, KADIN]"
270,27f11544-1ca3-11ea-a490-000d3a38a36f,147,7.0,1525.3600000000001,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
271,280962e2-abe8-11e9-a2fc-000d3a38a36f,94,3.0,403.96000000000004,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
272,28238836-9f70-11e9-a2fc-000d3a38a36f,264,14.0,4398.62,1,5,5,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
273,28536fc2-ff21-11e9-a5e8-000d3a38a36f,167,7.0,505.92,2,5,3,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
274,287be544-a763-11e9-a2fc-000d3a38a36f,326,7.0,660.88,1,5,4,15,cant_loose,"[ERKEK, KADIN]"
275,28a4e4ac-9e54-11e9-9897-000d3a38a36f,176,14.0,2213.47,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
276,28e70c9a-afdf-11ea-b736-000d3a38a36f,103,3.0,1050.3799999999999,3,2,5,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
277,28ed2304-d679-11e9-93bc-000d3a38a36f,104,2.0,115.97,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
278,28f00236-7a7f-11ea-8f20-000d3a38a36f,227,11.0,1370.51,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
279,2910d944-d63c-11e9-93bc-000d3a38a36f,354,8.0,2590.62,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]"
280,292258be-ae61-11eb-bbf8-000d3a38a36f,14,2.0,180.86,5,1,1,51,new_customers,[ERKEK]
281,2926e518-df0f-11ea-9c1f-000d3a38a36f,18,2.0,515.61,5,1,3,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
282,292c3fd0-24ee-11ea-bf27-000d3a38a36f,164,8.0,1097.62,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
283,29378cfe-5b45-11ea-a185-000d3a38a36f,118,3.0,676.15,3,2,4,32,about_to_sleep,"[ERKEK, KADIN]"
284,2939f2ca-ddb7-11e9-9cd3-000d3a38a36f,227,11.0,2709.66,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
285,29478c86-1940-11ea-b6a2-000d3a38a36f,102,3.0,906.6800000000001,3,2,4,32,about_to_sleep,[ERKEK]
286,296ac2c4-d64b-11e9-93bc-000d3a38a36f,139,2.0,269.98,3,1,1,31,about_to_sleep,[ERKEK]
287,2988594a-afba-11e9-9757-000d3a38a36f,88,2.0,244.98000000000002,3,1,1,31,about_to_sleep,[ERKEK]
288,2996b9e4-444e-11ea-8b43-000d3a38a36f,108,3.0,815.73,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
289,2998a8c4-afef-11e9-9757-000d3a38a36f,126,3.0,250.95999999999998,3,2,1,32,about_to_sleep,[ERKEK]
290,2998ead2-ae9b-11e9-a2fc-000d3a38a36f,99,3.0,272.86,3,2,1,32,about_to_sleep,[ERKEK]
291,29c4a78e-97cb-11ea-9d91-000d3a38a36f,100,2.0,128.95,3,1,1,31,about_to_sleep,[COCUK]
292,29ea8c4e-da37-11e9-93bc-000d3a38a36f,248,8.0,1073.61,1,5,5,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
293,29ef573e-1f96-11ea-87bf-000d3a38a36f,120,3.0,450.86,3,2,2,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
294,2a033c6a-bdf0-11ea-aa61-000d3a38a36f,300,10.0,1032.85,1,5,5,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
295,2a05f002-2017-11eb-b272-000d3a38a36f,142,2.0,434.88,3,1,2,31,about_to_sleep,[ERKEK]
296,2a1933c6-a9ec-11e9-a2fc-000d3a38a36f,335,7.0,569.93,1,5,3,15,cant_loose,[COCUK]
297,2a1f1214-492e-11ea-bf43-000d3a38a36f,135,3.0,318.74,3,2,2,32,about_to_sleep,"[COCUK, KADIN]"
298,2a4ba544-2698-11ea-b9a0-000d3a38a36f,132,2.0,144.98,3,1,1,31,about_to_sleep,[ERKEK]
299,2a6807fa-abca-11e9-a2fc-000d3a38a36f,191,7.0,671.89,2,5,4,25,cant_loose,[COCUK]
300,2ac42ea4-9760-11ea-a9c8-000d3a38a36f,119,2.0,662.96,3,1,4,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
301,2b122c76-a41d-11e9-a2fc-000d3a38a36f,127,3.0,381.86,3,2,2,32,about_to_sleep,"[ERKEK, COCUK]"
302,2b60a666-a6ad-11e9-a2fc-000d3a38a36f,239,15.0,1441.65,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
303,2b9598a4-c9e2-11ea-a31e-000d3a38a36f,135,2.0,454.72,3,1,2,31,about_to_sleep,"[COCUK, KADIN]"
304,2b9fe6b6-a7eb-11e9-a2fc-000d3a38a36f,138,2.0,180.87,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
305,2bc7574a-a931-11e9-a2fc-000d3a38a36f,131,2.0,256.68,3,1,1,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
306,2bf2cae2-a823-11e9-a2fc-000d3a38a36f,209,8.0,640.92,2,5,3,25,cant_loose,"[COCUK, KADIN]"
307,2c53cf72-a4bd-11e9-a2fc-000d3a38a36f,114,3.0,445.81,3,2,2,32,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
308,2c636ed4-a0f6-11e9-a2fc-000d3a38a36f,92,2.0,361.45,3,1,2,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
309,2c666002-a255-11e9-a2fc-000d3a38a36f,151,7.0,845.6199999999999,2,5,4,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
310,2caa8e06-2131-11eb-b361-000d3a38a36f,88,3.0,554.45,3,2,3,32,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
311,2cf42632-62ec-11ea-a6dc-000d3a38a36f,133,3.0,717.53,3,2,4,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
312,2d01412c-d6e8-11e9-93bc-000d3a38a36f,105,3.0,430.37,3,2,2,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
313,2d195762-9d85-11ea-9bf4-000d3a38a36f,329,8.0,443.90999999999997,1,5,2,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]"
314,2d4a5520-ae9c-11e9-a2fc-000d3a38a36f,143,3.0,787.78,3,2,4,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
315,2d5c7718-bb99-11ea-aed7-000d3a38a36f,13,2.0,431.96000000000004,5,1,2,51,new_customers,"[AKTIFCOCUK, COCUK]"
316,2dcdd11a-16e4-11ea-b4ec-000d3a38a36f,90,3.0,417.45,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
317,2decba1c-b131-11e9-9757-000d3a38a36f,159,13.0,4417.5599999999995,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
318,2e112ef0-2b9e-11ea-853d-000d3a38a36f,34,2.0,172.97,5,1,1,51,new_customers,[COCUK]
319,2e14b63a-a889-11e9-a2fc-000d3a38a36f,155,25.0,4214.030000000001,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
320,2e22d7a8-a3d7-11e9-a2fc-000d3a38a36f,187,10.0,1615.56,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
321,2e27c8b6-acbb-11e9-a2fc-000d3a38a36f,272,9.0,1742.54,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
322,2e292f90-1d0d-11ea-a490-000d3a38a36f,132,2.0,225.62,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
323,2e2c6264-a887-11e9-a2fc-000d3a38a36f,248,18.0,2711.0699999999997,1,5,5,15,cant_loose,"[ERKEK, COCUK, KADIN]"
324,2e3166b0-61eb-11ea-8dd8-000d3a38a36f,121,3.0,543.6899999999999,3,2,3,32,about_to_sleep,"[ERKEK, KADIN]"
325,2e6c4bda-b152-11e9-9757-000d3a38a36f,152,14.0,2261.81,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
326,2e6eda80-abf3-11e9-a2fc-000d3a38a36f,153,7.0,661.41,2,5,4,25,cant_loose,[COCUK]
327,2e9ebbce-5bcf-11ea-8866-000d3a38a36f,24,2.0,205.96,5,1,1,51,new_customers,"[ERKEK, COCUK]"
328,2ebf0a62-9f3e-11e9-9897-000d3a38a36f,202,9.0,1000.4300000000001,2,5,4,25,cant_loose,[ERKEK]
329,2f07b836-cc18-11ea-b305-000d3a38a36f,136,3.0,379.97,3,2,2,32,about_to_sleep,"[ERKEK, KADIN]"
330,2f23ca88-51ef-11ea-a243-000d3a38a36f,89,3.0,365.93,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
331,2f29799e-1371-11eb-8ffc-000d3a38a36f,12,2.0,327.71999999999997,5,1,2,51,new_customers,"[ERKEK, AKTIFSPOR]"
332,2f7e8932-bd38-11ea-aa61-000d3a38a36f,246,8.0,667.66,1,5,4,15,cant_loose,"[ERKEK, KADIN]"
333,2f872aee-d6be-11e9-93bc-000d3a38a36f,155,12.0,3000.2799999999997,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
334,2f9641bc-1b4e-11ea-9812-000d3a38a36f,185,9.0,1532.82,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
335,2f9e0d58-a438-11e9-a2fc-000d3a38a36f,111,2.0,204.97,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
336,2fc219f6-46b2-11ea-b6c0-000d3a38a36f,136,2.0,184.97,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
337,2fd58316-43d1-11eb-806e-000d3a38a36f,85,2.0,459.98,3,1,3,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
338,2fee0408-60b5-11eb-9b71-000d3a38a36f,119,2.0,289.96999999999997,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
339,2ff88bba-aa6a-11e9-a2fc-000d3a38a36f,161,24.0,4841.44,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
340,300afe28-bedf-11ea-958c-000d3a38a36f,95,3.0,542.38,3,2,3,32,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
341,3031b986-c034-11ea-9c44-000d3a38a36f,23,2.0,337.65,5,1,2,51,new_customers,"[ERKEK, COCUK, KADIN]"
342,307bdab0-b055-11e9-9757-000d3a38a36f,119,3.0,425.93,3,2,2,32,about_to_sleep,"[COCUK, KADIN]"
343,30871346-a7fc-11e9-a2fc-000d3a38a36f,163,21.0,2382.4199999999996,2,5,5,25,cant_loose,[AKTIFCOCUK]
344,30c39f7a-9e54-11e9-9897-000d3a38a36f,267,8.0,1228.03,1,5,5,15,cant_loose,"[COCUK, KADIN]"
345,310e0d02-9f68-11e9-a2fc-000d3a38a36f,173,7.0,787.66,2,5,4,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
346,318e6c94-bc5a-11ea-aa61-000d3a38a36f,123,2.0,341.46000000000004,3,1,2,31,about_to_sleep,"[ERKEK, COCUK]"
347,326e0b4e-ac78-11e9-a2fc-000d3a38a36f,125,3.0,470.91999999999996,3,2,3,32,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
348,327724f4-ae21-11e9-a2fc-000d3a38a36f,203,10.0,1087.93,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
349,328d030a-acff-11e9-a2fc-000d3a38a36f,161,12.0,2475.16,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
350,32e3d168-af32-11ea-b736-000d3a38a36f,96,2.0,235.93,3,1,1,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
351,32f123ca-4990-11ea-8a4f-000d3a38a36f,131,3.0,316.45,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, KADIN]"
352,32fa78da-a580-11e9-a2fc-000d3a38a36f,324,7.0,514.87,1,5,3,15,cant_loose,"[AKTIFCOCUK, ERKEK]"
353,330a2286-31f6-11eb-860c-000d3a38a36f,89,2.0,302.96,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN]"
354,332aca5c-ab94-11e9-a2fc-000d3a38a36f,138,3.0,315.93,3,2,2,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
355,334d94a4-1526-11eb-8ffc-000d3a38a36f,15,2.0,974.15,5,1,4,51,new_customers,[AKTIFCOCUK]
356,33a54b76-9e04-11e9-9897-000d3a38a36f,150,22.0,3666.9599999999996,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
357,340fee28-ab46-11e9-a2fc-000d3a38a36f,86,3.0,270.85,3,2,1,32,about_to_sleep,[ERKEK]
358,345bdfba-a8e2-11e9-a2fc-000d3a38a36f,119,2.0,170.87,3,1,1,31,about_to_sleep,[ERKEK]
359,3492a686-5bb4-11eb-8dbd-000d3a38a36f,87,2.0,474.98,3,1,3,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
360,34dabff8-5bcd-11ea-965a-000d3a38a36f,113,3.0,141.04,3,2,1,32,about_to_sleep,[AKTIFCOCUK]
361,34e216ea-b12d-11e9-9757-000d3a38a36f,99,3.0,671.74,3,2,4,32,about_to_sleep,[ERKEK]
362,34ebde18-a779-11e9-a2fc-000d3a38a36f,177,12.0,1514.5500000000002,2,5,5,25,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
363,350facba-ac26-11e9-a2fc-000d3a38a36f,193,7.0,1235.37,2,5,5,25,cant_loose,[ERKEK]
364,35286cf4-9e5d-11e9-9897-000d3a38a36f,258,8.0,742.02,1,5,4,15,cant_loose,"[ERKEK, AKTIFSPOR]"
365,352b2622-a9fe-11e9-a2fc-000d3a38a36f,88,2.0,80.96000000000001,3,1,1,31,about_to_sleep,[COCUK]
366,359e4a8e-afb7-11ea-b736-000d3a38a36f,138,3.0,354.47,3,2,2,32,about_to_sleep,"[COCUK, AKTIFSPOR]"
367,35c07a08-907e-11ea-af25-000d3a38a36f,110,3.0,792.7,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
368,35c6f618-af9b-11e9-a2fc-000d3a38a36f,197,16.0,2120.4399999999996,2,5,5,25,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]"
369,363daf9a-aa70-11e9-a2fc-000d3a38a36f,122,3.0,287.96999999999997,3,2,1,32,about_to_sleep,[ERKEK]
370,364a32de-166c-11ea-aa74-000d3a38a36f,138,3.0,360.85,3,2,2,32,about_to_sleep,[ERKEK]
371,366eee14-a59f-11e9-a2fc-000d3a38a36f,268,9.0,1103.16,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
372,367bfb14-b106-11e9-9757-000d3a38a36f,163,7.0,1579.53,2,5,5,25,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
373,36c10134-9ea3-11e9-9897-000d3a38a36f,338,9.0,971.85,1,5,4,15,cant_loose,"[AKTIFCOCUK, COCUK]"
374,36f54dde-25ff-11ea-8e1c-000d3a38a36f,113,3.0,456.95,3,2,3,32,about_to_sleep,[COCUK]
375,3736025c-171d-11ea-b4ec-000d3a38a36f,160,10.0,1501.84,2,5,5,25,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
376,37651e4c-6197-11ea-8dd8-000d3a38a36f,126,2.0,200.97,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
377,3782c7be-9ed6-11e9-9897-000d3a38a36f,298,14.0,656.4200000000001,1,5,3,15,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
